,enrollee_id,city_development_index,gender_Female,gender_Other,relevent_experience,enrolled_university_full_time,enrolled_university_part_time,education_level,major_Other,major_Humanities,major_Arts,major_No Major,major_Business Degree,company_size,company_type_private_limited,company_type_startup_earlystage,company_type_public_sector,company_type_startup_funded,company_type_NGO,company_type_Other,last_new_job,training_hours,target,exp_range,city_group_city_114,city_group_city_21,city_group_city_other,city_group_city_103,city_group_city_16
14321,8261,0.55,0,0,1,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,1,47,0.0,2,0,0,1,0,0
4601,17544,0.754,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,39,1.0,1,0,0,1,0,0
16693,20787,0.91,0,0,1,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,1,30,0.0,5,0,0,0,0,1
13392,7860,0.624,1,0,1,0,1,3,0,0,0,0,0,3,0,0,1,0,0,0,1,105,0.0,3,0,1,0,0,0
12765,28026,0.624,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,61,1.0,1,0,1,0,0,0
11091,21322,0.624,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,1,15,1.0,0,0,1,0,0,0
7473,15248,0.624,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,3,264,1.0,1,0,1,0,0,0
6182,12522,0.6890000000000001,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,4,105,0.0,3,0,0,1,0,0
17775,27958,0.91,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,4,89,0.0,3,0,0,0,0,1
11354,7864,0.926,0,0,1,0,1,2,0,0,0,0,1,3,1,0,0,0,0,0,5,44,0.0,3,1,0,0,0,0
4600,19481,0.924,0,0,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,1,8,0.0,3,0,0,1,0,0
9836,11998,0.527,0,0,1,0,0,3,0,0,0,0,0,4,1,0,0,0,0,0,0,29,1.0,2,0,0,1,0,0
18282,13978,0.802,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,73,1.0,0,0,0,1,0,0
2192,3794,0.92,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,5,50,0.0,5,0,0,0,1,0
17168,19687,0.698,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,4,50,0.0,2,0,0,1,0,0
11671,29732,0.624,0,0,0,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,6,1.0,1,0,1,0,0,0
13142,1684,0.624,0,0,0,1,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,40,1.0,1,0,1,0,0,0
2519,30238,0.92,0,0,1,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,5,226,1.0,5,0,0,0,1,0
1065,13955,0.866,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,2,32,0.0,2,0,0,1,0,0
6548,26091,0.92,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1,184,0.0,5,0,0,0,1,0
4936,10670,0.624,0,0,1,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,1,78,1.0,2,0,1,0,0,0
708,10930,0.855,0,0,1,0,0,3,0,0,0,0,0,6,0,0,1,0,0,0,5,17,0.0,5,0,0,1,0,0
16387,21706,0.8959999999999999,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,1,67,0.0,3,0,0,1,0,0
13328,16544,0.91,0,0,0,1,0,2,0,0,0,0,0,3,1,0,0,0,0,0,3,18,1.0,1,0,0,0,0,1
15182,857,0.767,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,52,0.0,1,0,0,1,0,0
8348,21098,0.89,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1,107,1.0,1,0,0,1,0,0
14658,1888,0.924,0,0,1,0,0,2,0,0,0,0,0,6,1,0,0,0,0,0,5,31,1.0,3,0,0,1,0,0
1727,11021,0.92,0,0,1,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,4,16,0.0,2,0,0,0,1,0
15190,19,0.899,0,0,1,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,5,46,0.0,1,0,0,1,0,0
15478,7104,0.767,0,0,1,1,0,3,0,0,0,0,0,3,0,0,1,0,0,0,5,30,0.0,5,0,0,1,0,0
9287,1144,0.92,0,0,1,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,1,15,1.0,3,0,0,0,1,0
3901,16241,0.682,0,0,1,0,0,2,1,0,0,0,0,4,0,0,1,0,0,0,1,112,0.0,2,0,0,1,0,0
1821,18895,0.92,0,0,1,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,2,18,0.0,3,0,0,0,1,0
18069,20944,0.91,0,0,0,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,26,1.0,1,0,0,0,0,1
15535,19325,0.92,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,1,28,0.0,5,0,0,0,1,0
18124,30239,0.92,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,84,0.0,3,0,0,0,1,0
13963,10347,0.848,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,5,7,0.0,5,0,0,1,0,0
2059,1034,0.924,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,20,0.0,2,0,0,1,0,0
1773,10243,0.91,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,14,0.0,1,0,0,0,0,1
9489,1065,0.897,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,1,34,1.0,2,0,0,1,0,0
9345,27919,0.802,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,46,0.0,1,0,0,1,0,0
9641,11525,0.55,0,0,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,20,1.0,0,0,0,1,0,0
899,32482,0.92,0,0,1,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,1,166,0.0,2,0,0,0,1,0
14536,23339,0.624,0,0,0,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,1,90,0.0,1,0,1,0,0,0
15062,13205,0.939,1,0,1,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,1,94,0.0,2,0,0,1,0,0
9533,3209,0.949,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,2,62,0.0,2,0,0,1,0,0
2975,11252,0.887,0,0,0,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,1,18,0.0,3,0,0,1,0,0
4912,32730,0.624,0,0,1,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,2,122,1.0,0,0,1,0,0,0
15406,8856,0.878,0,0,0,1,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,124,1.0,1,0,0,1,0,0
10170,31670,0.92,0,0,1,0,0,2,0,1,0,0,0,7,1,0,0,0,0,0,1,20,0.0,5,0,0,0,1,0
4438,22531,0.897,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,2,16,0.0,3,0,0,1,0,0
8469,28227,0.8270000000000001,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,21,1.0,2,0,0,1,0,0
11503,12560,0.624,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,1,32,1.0,1,0,1,0,0,0
9429,20749,0.6659999999999999,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,2,68,0.0,2,0,0,1,0,0
2070,12564,0.887,0,0,0,0,0,2,1,0,0,0,0,3,1,0,0,0,0,0,5,12,0.0,3,0,0,1,0,0
11536,10645,0.624,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,1,60,1.0,2,0,1,0,0,0
4934,3886,0.92,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,212,0.0,1,0,0,1,0,0
5772,7337,0.802,0,0,1,0,0,3,0,0,0,0,0,5,1,0,0,0,0,0,2,51,0.0,2,0,0,1,0,0
4751,109,0.92,0,0,1,0,0,2,1,0,0,0,0,5,1,0,0,0,0,0,5,80,0.0,3,0,0,0,1,0
18226,21158,0.897,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,3,54,0.0,5,0,0,1,0,0
3559,16133,0.91,0,0,0,1,0,2,0,0,0,0,0,4,1,0,0,0,0,0,1,22,0.0,2,0,0,0,0,1
55,12253,0.924,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,1,45,0.0,5,0,0,1,0,0
14603,10440,0.92,0,0,1,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,5,2,0.0,5,0,0,0,1,0
18790,21862,0.926,0,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0,1,0,1,138,0.0,2,1,0,0,0,0
19062,7305,0.855,0,0,1,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,5,16,0.0,2,0,0,1,0,0
9482,16120,0.92,1,0,0,0,0,3,0,1,0,0,0,2,0,0,0,1,0,0,1,96,0.0,1,0,0,0,1,0
10287,18624,0.624,0,0,1,1,0,2,0,0,0,0,0,6,1,0,0,0,0,0,1,286,1.0,2,0,1,0,0,0
9629,24338,0.624,0,0,1,1,0,2,0,0,0,0,0,5,1,0,0,0,0,0,1,74,0.0,1,0,1,0,0,0
8780,32006,0.92,0,0,1,0,0,3,0,0,0,0,0,7,1,0,0,0,0,0,1,52,0.0,1,0,0,0,1,0
3707,11657,0.92,0,0,1,0,0,2,0,0,0,0,0,6,1,0,0,0,0,0,5,4,1.0,5,0,0,0,1,0
8835,30305,0.743,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,5,68,0.0,5,0,0,1,0,0
13187,10003,0.92,1,0,0,0,0,3,0,1,0,0,0,3,1,0,0,0,0,0,2,21,0.0,1,0,0,0,1,0
10203,28196,0.926,0,0,0,1,0,3,0,0,0,0,0,7,1,0,0,0,0,0,1,51,0.0,3,1,0,0,0,0
9107,5423,0.804,0,0,1,0,0,3,0,0,0,0,0,7,1,0,0,0,0,0,1,25,1.0,5,0,0,1,0,0
3679,6594,0.887,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,64,0.0,3,0,0,1,0,0
19042,29449,0.527,1,0,0,1,0,2,0,0,0,0,0,3,0,0,0,1,0,0,1,19,1.0,0,0,0,1,0,0
12929,2672,0.802,0,0,1,0,0,3,0,0,0,0,0,7,1,0,0,0,0,0,1,62,0.0,3,0,0,1,0,0
8391,13810,0.926,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,58,0.0,0,1,0,0,0,0
4251,2603,0.7759999999999999,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,28,0.0,1,0,0,1,0,0
12234,28329,0.91,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,1,3,1.0,3,0,0,0,0,1
11786,3588,0.939,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,2,47,1.0,4,0,0,1,0,0
505,2404,0.624,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,18,1.0,1,0,1,0,0,0
15949,8557,0.92,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,5,78,0.0,5,0,0,0,1,0
2646,10268,0.913,0,0,0,1,0,1,0,0,0,0,0,4,0,0,1,0,0,0,2,26,1.0,1,0,0,1,0,0
2361,7089,0.802,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,34,1.0,1,0,0,1,0,0
13581,3284,0.92,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,5,64,0.0,4,0,0,0,1,0
9165,2475,0.802,0,0,1,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,1,4,0.0,2,0,0,1,0,0
5038,4296,0.884,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,5,58,0.0,5,0,0,1,0,0
552,20878,0.698,0,0,1,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,5,24,0.0,3,0,0,1,0,0
6210,4340,0.91,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,4,68,0.0,3,0,0,0,0,1
18967,14702,0.55,1,0,1,1,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,4,1.0,0,0,0,1,0,0
2777,28378,0.624,0,0,0,0,1,3,0,0,0,0,0,5,1,0,0,0,0,0,1,28,0.0,2,0,1,0,0,0
10682,24183,0.923,0,0,1,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,1,61,1.0,2,0,0,1,0,0
2526,26065,0.926,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,5,74,0.0,5,1,0,0,0,0
17449,6533,0.624,0,0,1,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,1,52,0.0,1,0,1,0,0,0
1807,32989,0.92,0,0,0,1,0,2,0,1,0,0,0,5,0,0,0,0,1,0,1,19,0.0,1,0,0,0,1,0
14771,2389,0.939,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0.0,2,0,0,1,0,0
18395,7285,0.865,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,2,36,0.0,3,0,0,1,0,0
1959,27791,0.92,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,17,1.0,1,0,0,0,1,0
14882,24289,0.624,0,0,1,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,2,12,1.0,1,0,1,0,0,0
14885,18413,0.92,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,23,1.0,0,0,0,0,1,0
10971,21253,0.92,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1,42,1.0,1,0,0,0,1,0
5731,2961,0.855,0,0,1,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,2,102,0.0,3,0,0,1,0,0
7047,373,0.895,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1,24,0.0,4,0,0,1,0,0
4841,321,0.7959999999999999,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,79,0.0,2,0,0,1,0,0
3997,33187,0.91,0,0,1,0,0,2,0,1,0,0,0,4,1,0,0,0,0,0,5,68,0.0,1,0,0,0,0,1
9792,3246,0.887,0,0,1,1,0,2,0,0,0,0,0,3,0,0,0,1,0,0,1,43,1.0,3,0,0,1,0,0
16326,1320,0.91,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,5,34,0.0,3,0,0,0,0,1
15796,16399,0.8959999999999999,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,5,34,0.0,3,0,0,1,0,0
12795,12119,0.7659999999999999,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,5,14,0.0,2,0,0,1,0,0
17420,400,0.92,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,5,23,0.0,3,0,0,0,1,0
18824,18504,0.624,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,4,28,0.0,1,0,1,0,0,0
17485,3834,0.6659999999999999,0,0,1,0,0,1,0,0,0,0,0,7,1,0,0,0,0,0,3,116,0.0,5,0,0,1,0,0
12266,31294,0.92,0,0,1,0,0,3,0,0,0,0,0,7,1,0,0,0,0,0,1,9,0.0,4,0,0,0,1,0
1160,22196,0.926,0,0,1,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,4,8,0.0,5,1,0,0,0,0
18562,28306,0.915,0,0,1,0,0,3,0,1,0,0,0,6,0,0,1,0,0,0,1,113,0.0,5,0,0,1,0,0
2437,19762,0.91,0,0,1,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,5,7,0.0,5,0,0,0,0,1
9270,33287,0.624,0,0,0,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,64,1.0,0,0,1,0,0,0
17514,4817,0.624,1,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,1,6,1.0,1,0,1,0,0,0
15762,7437,0.7390000000000001,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,65,0.0,1,0,0,1,0,0
10444,10904,0.91,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,3,43,0.0,3,0,0,0,0,1
10554,5229,0.579,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,1,182,1.0,2,0,0,1,0,0
8214,26707,0.926,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,54,0.0,2,1,0,0,0,0
13170,7075,0.8270000000000001,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,33,1.0,1,0,0,1,0,0
14960,3089,0.624,0,0,1,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,1,32,1.0,2,0,1,0,0,0
6753,8828,0.645,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1,96,0.0,3,0,0,1,0,0
3006,32128,0.92,0,0,1,1,0,2,0,0,0,0,0,3,1,0,0,0,0,0,2,136,0.0,5,0,0,1,0,0
13148,11120,0.92,0,0,1,0,0,2,0,0,0,0,0,4,0,0,1,0,0,0,5,56,0.0,5,0,0,0,1,0
15643,31601,0.92,0,0,1,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,1,166,0.0,5,0,0,0,1,0
2258,29692,0.92,0,0,1,0,0,3,0,0,0,0,0,5,1,0,0,0,0,0,1,79,0.0,5,0,0,0,1,0
5395,4643,0.624,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,150,1.0,0,0,1,0,0,0
10004,15205,0.92,0,0,0,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,55,0.0,2,0,0,1,0,0
4538,9284,0.855,1,0,0,1,0,2,0,0,0,0,0,3,0,0,0,1,0,0,3,54,1.0,1,0,0,1,0,0
10148,30247,0.92,0,0,1,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,5,10,0.0,3,0,0,1,0,0
6776,20397,0.926,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,5,62,0.0,5,1,0,0,0,0
2198,4344,0.698,0,0,1,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,1,14,0.0,4,0,0,1,0,0
701,26214,0.878,0,0,0,1,0,3,0,1,0,0,0,3,0,0,1,0,0,0,2,56,0.0,2,0,0,1,0,0
3686,24032,0.624,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,5,50,1.0,4,0,1,0,0,0
15422,13429,0.91,0,0,1,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,5,22,0.0,5,0,0,0,0,1
11359,3426,0.897,0,0,1,0,0,3,0,0,0,0,0,5,1,0,0,0,0,0,5,12,0.0,3,0,0,1,0,0
7998,18221,0.913,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,2,158,1.0,3,0,0,1,0,0
14329,21647,0.895,0,0,1,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,3,141,0.0,5,0,0,1,0,0
14095,12693,0.624,0,0,1,0,0,3,0,0,0,0,0,6,1,0,0,0,0,0,1,92,0.0,2,0,1,0,0,0
7185,2338,0.913,0,0,1,0,0,1,0,0,0,0,0,7,1,0,0,0,0,0,1,3,0.0,2,0,0,1,0,0
17803,11634,0.7759999999999999,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,61,0.0,1,0,0,1,0,0
10627,13701,0.91,0,0,0,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,66,0.0,1,0,0,0,0,1
16737,1762,0.92,0,0,0,0,0,2,0,0,0,0,0,6,1,0,0,0,0,0,5,18,0.0,2,0,0,0,1,0
675,17375,0.769,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,5,35,1.0,2,0,0,1,0,0
4944,21055,0.698,1,0,1,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,20,0.0,1,0,0,1,0,0
17034,12510,0.624,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,1,112,1.0,2,0,1,0,0,0
15999,21398,0.926,0,0,0,0,0,3,0,0,0,0,0,5,1,0,0,0,0,0,4,72,0.0,4,1,0,0,0,0
6699,2513,0.92,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,2,12,0.0,2,0,0,0,1,0
8405,7824,0.802,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,78,0.0,3,0,0,1,0,0
10842,14756,0.624,0,0,1,1,0,3,0,0,0,0,0,2,1,0,0,0,0,0,2,4,0.0,2,0,1,0,0,0
5307,29715,0.884,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,1,47,0.0,2,0,0,1,0,0
7343,20842,0.897,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,133,0.0,1,0,0,1,0,0
17602,13683,0.899,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,2,34,0.0,1,0,0,1,0,0
7504,22443,0.925,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,3,16,0.0,2,0,0,1,0,0
5594,17142,0.92,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,105,1.0,2,0,0,1,0,0
12891,7208,0.624,0,0,1,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,2,188,0.0,1,0,1,0,0,0
8985,16590,0.624,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,1,290,1.0,1,0,1,0,0,0
14206,31542,0.92,0,0,1,0,0,3,0,0,0,0,0,4,1,0,0,0,0,0,5,58,1.0,4,0,0,0,1,0
802,33358,0.843,1,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,6,1.0,2,0,0,1,0,0
9516,33239,0.624,0,0,0,1,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,48,1.0,2,0,1,0,0,0
15715,13520,0.804,0,0,1,0,1,2,0,0,0,0,0,2,0,1,0,0,0,0,1,73,0.0,2,0,0,1,0,0
3071,25795,0.92,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,1,0,4,75,0.0,5,0,0,0,1,0
1768,29851,0.866,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,155,0.0,1,0,0,1,0,0
419,32324,0.92,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,5,32,0.0,5,0,0,0,1,0
514,23430,0.7959999999999999,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,5,25,0.0,3,0,0,1,0,0
10396,13588,0.843,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,10,0.0,1,0,0,1,0,0
16993,5916,0.55,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,1,55,0.0,1,0,0,1,0,0
3764,20919,0.698,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,87,0.0,2,0,0,1,0,0
5109,26857,0.925,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,46,0.0,1,0,0,1,0,0
8675,6323,0.698,1,0,1,1,0,2,0,0,0,0,0,5,0,0,0,1,0,0,1,27,0.0,1,0,0,1,0,0
7526,33352,0.91,1,0,1,0,0,4,0,0,0,0,0,3,1,0,0,0,0,0,1,91,0.0,5,0,0,0,0,1
13985,27597,0.926,0,0,1,0,0,2,1,0,0,0,0,5,1,0,0,0,0,0,1,145,0.0,3,1,0,0,0,0
2098,19531,0.926,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,50,0.0,5,1,0,0,0,0
1532,11164,0.92,0,0,1,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,3,47,0.0,2,0,0,0,1,0
7056,4178,0.91,0,0,1,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,4,22,0.0,5,0,0,0,0,1
11813,26574,0.5579999999999999,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,24,0.0,1,0,0,1,0,0
9459,7502,0.913,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0.0,1,0,0,1,0,0
15754,9324,0.836,0,0,1,0,0,3,0,0,0,0,0,7,1,0,0,0,0,0,1,31,0.0,1,0,0,1,0,0
7675,12204,0.89,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,5,57,0.0,5,0,0,1,0,0
14799,29871,0.92,1,0,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,5,4,0.0,5,0,0,0,1,0
8222,19561,0.624,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,2,26,0.0,1,0,1,0,0,0
18243,33087,0.884,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,1,106,0.0,3,0,0,1,0,0
8872,11920,0.92,1,0,1,0,1,2,0,0,0,0,0,7,1,0,0,0,0,0,1,24,0.0,3,0,0,0,1,0
9750,26507,0.92,0,0,1,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,4,6,0.0,5,0,0,0,1,0
14235,7431,0.92,0,0,1,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,21,1.0,2,0,0,0,1,0
4234,31933,0.6890000000000001,1,0,0,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,300,0.0,2,0,0,1,0,0
15825,10185,0.92,1,0,1,0,0,2,0,0,1,0,0,2,0,1,0,0,0,0,1,16,1.0,1,0,0,1,0,0
9195,6791,0.7759999999999999,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,155,0.0,2,0,0,1,0,0
18048,13608,0.8959999999999999,0,0,1,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,1,46,0.0,2,0,0,1,0,0
18538,2403,0.802,0,0,1,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,2,9,0.0,5,0,0,1,0,0
15200,29760,0.91,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,16,0.0,1,0,0,0,0,1
4100,13252,0.698,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,32,0.0,3,0,0,1,0,0
11155,25261,0.92,0,0,1,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,4,112,0.0,3,0,0,0,1,0
10344,15872,0.92,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,26,0.0,1,0,0,0,1,0
11837,22301,0.926,0,0,0,1,0,2,0,0,1,0,0,4,0,0,1,0,0,0,1,25,0.0,2,1,0,0,0,0
7962,30425,0.92,1,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,108,0.0,4,0,0,0,1,0
1194,6511,0.624,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,304,1.0,1,0,1,0,0,0
2389,1199,0.92,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,1,0,1,70,0.0,3,0,0,0,1,0
1555,30569,0.763,0,0,1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,2,50,0.0,2,0,0,1,0,0
2837,21515,0.789,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0.0,5,0,0,1,0,0
18544,14812,0.754,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,5,41,0.0,4,0,0,1,0,0
16010,23801,0.74,0,0,1,1,0,2,0,0,0,0,0,5,1,0,0,0,0,0,3,26,0.0,2,0,0,1,0,0
18118,9277,0.698,0,0,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,148,0.0,1,0,0,1,0,0
