,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major,company_size,company_type,last_new_job,training_hours,target,exp_range
11121,10411,city_160,0.92,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,2,41,0.0,2-5
11122,11084,city_21,0.624,Male,0,full_time,Graduate,STEM,,,never,44,1.0,2-5
11123,7044,city_114,0.926,Male,1,no_enrollment,Graduate,STEM,<10,startup_earlystage,1,62,0.0,6-10
11124,15940,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,5000-9999,private_limited,2,6,0.0,2-5
11125,4807,city_21,0.624,Male,0,no_enrollment,Graduate,STEM,10000+,private_limited,never,26,1.0,6-10
11126,11774,city_136,0.897,Male,1,no_enrollment,Masters,STEM,50-99,private_limited,>4,37,0.0,6-10
11127,2100,city_114,0.926,Male,1,full_time,Masters,STEM,1000-4999,private_limited,1,12,0.0,11-15
11128,32819,city_21,0.624,,1,part_time,Graduate,STEM,,,1,19,1.0,2-5
11129,26490,city_114,0.926,Male,0,no_enrollment,High School,,50-99,private_limited,1,59,0.0,<=1
11130,19700,city_114,0.926,Male,1,no_enrollment,Graduate,STEM,100-499,,1,72,0.0,11-15
11131,4720,city_67,0.855,,1,no_enrollment,High School,,1000-4999,private_limited,1,105,0.0,6-10
11132,14005,city_152,0.698,,0,no_enrollment,High School,,,,never,26,0.0,2-5
11133,550,city_160,0.92,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,>4,72,0.0,16-20
11134,12749,city_114,0.926,Male,1,no_enrollment,Masters,STEM,10000+,private_limited,2,98,0.0,11-15
11135,29136,city_103,0.92,Male,0,full_time,Graduate,STEM,500-999,,1,5,1.0,6-10
11136,26077,city_16,0.91,,0,full_time,High School,,10000+,private_limited,1,23,1.0,<=1
11137,21473,city_104,0.924,Male,1,full_time,Graduate,STEM,<10,private_limited,1,322,0.0,11-15
11138,1847,city_103,0.92,Male,1,no_enrollment,Masters,STEM,10-49,private_limited,>4,63,0.0,>20
11139,896,city_114,0.926,Male,1,no_enrollment,Phd,STEM,10000+,private_limited,2,96,0.0,>20
11140,14683,city_104,0.924,Male,1,full_time,Graduate,STEM,100-499,private_limited,1,9,0.0,6-10
11141,29786,city_103,0.92,Female,1,no_enrollment,Masters,Humanities,10-49,startup_funded,1,78,0.0,<=1
11142,26976,city_103,0.92,,1,no_enrollment,Graduate,STEM,10-49,Other,>4,31,0.0,>20
11143,31145,city_67,0.855,Male,0,no_enrollment,Primary School,,,private_limited,never,22,0.0,6-10
11144,16324,city_74,0.579,Male,1,full_time,Graduate,STEM,100-499,private_limited,1,3,0.0,2-5
11145,27577,city_160,0.92,Male,1,part_time,Graduate,STEM,50-99,private_limited,1,62,0.0,2-5
11146,21545,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,2,84,1.0,2-5
11147,3388,city_103,0.92,Male,1,no_enrollment,Masters,STEM,50-99,private_limited,2,196,0.0,>20
11148,11748,city_16,0.91,Male,1,no_enrollment,Graduate,No Major,100-499,private_limited,>4,54,0.0,6-10
11149,23527,city_7,0.647,Male,1,full_time,Masters,STEM,,,1,13,1.0,2-5
11150,5867,city_74,0.579,Male,1,no_enrollment,Graduate,STEM,,,1,34,1.0,11-15
11151,9120,city_21,0.624,Male,0,full_time,Graduate,STEM,,,never,31,0.0,2-5
11152,25115,city_16,0.91,Male,1,no_enrollment,High School,,,,1,37,0.0,2-5
11153,3433,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,50-99,,1,23,0.0,2-5
11154,24147,city_65,0.802,Male,0,full_time,High School,,,,never,13,0.0,2-5
11155,25261,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,4,112,0.0,11-15
11156,30564,city_89,0.925,Male,0,full_time,High School,,,private_limited,never,166,0.0,2-5
11157,3529,city_16,0.91,,1,no_enrollment,Masters,STEM,50-99,private_limited,>4,160,0.0,>20
11158,4583,city_50,0.8959999999999999,Male,1,no_enrollment,Graduate,STEM,100-499,private_limited,4,7,0.0,11-15
11159,30593,city_103,0.92,Male,1,no_enrollment,Graduate,Other,,,1,182,1.0,>20
11160,19958,city_114,0.926,Male,0,no_enrollment,Masters,Humanities,10000+,private_limited,>4,45,0.0,>20
11161,28039,city_94,0.698,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,>4,81,0.0,>20
11162,5413,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,1,142,1.0,6-10
11163,21364,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,100-499,private_limited,1,110,1.0,2-5
11164,24606,city_21,0.624,Male,1,full_time,Graduate,STEM,50-99,private_limited,1,21,1.0,2-5
11165,24040,city_48,0.493,Male,1,no_enrollment,Graduate,STEM,50-99,NGO,1,15,1.0,6-10
11166,21340,city_21,0.624,Female,1,no_enrollment,Graduate,STEM,50-99,private_limited,1,48,0.0,6-10
11167,12173,city_75,0.939,Male,1,no_enrollment,Graduate,STEM,<10,private_limited,1,23,0.0,>20
11168,13515,city_76,0.698,Male,1,full_time,Graduate,STEM,10000+,private_limited,>4,6,0.0,>20
11169,11135,city_13,0.8270000000000001,Male,0,full_time,Graduate,STEM,,,1,73,1.0,11-15
11170,2681,city_21,0.624,,1,no_enrollment,Graduate,STEM,10-49,startup_earlystage,1,11,1.0,6-10
11171,18109,city_16,0.91,Male,1,full_time,Masters,STEM,10000+,NGO,1,12,0.0,2-5
11172,25225,city_104,0.924,Male,1,no_enrollment,Graduate,STEM,50-99,,2,6,0.0,2-5
11173,1609,city_76,0.698,Male,1,no_enrollment,Graduate,STEM,100-499,private_limited,3,32,0.0,>20
11174,12065,city_21,0.624,,0,full_time,High School,,,,never,52,0.0,2-5
11175,3685,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,,,>4,111,0.0,>20
11176,26560,city_16,0.91,,1,no_enrollment,Graduate,STEM,100-499,public_sector,2,212,0.0,2-5
11177,8672,city_45,0.89,Male,1,full_time,Graduate,STEM,100-499,private_limited,1,30,0.0,2-5
11178,12513,city_114,0.926,Female,1,no_enrollment,Graduate,STEM,1000-4999,private_limited,1,37,0.0,6-10
11179,29630,city_136,0.897,,1,no_enrollment,Masters,STEM,1000-4999,private_limited,1,6,0.0,2-5
11180,19957,city_173,0.878,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,1,68,0.0,6-10
11181,517,city_40,0.7759999999999999,,1,no_enrollment,Graduate,STEM,10-49,startup_earlystage,1,123,0.0,2-5
11182,7030,city_142,0.727,Male,0,full_time,Masters,Humanities,,,2,56,1.0,16-20
11183,3757,city_16,0.91,Male,0,no_enrollment,Primary School,,,,never,10,0.0,<=1
11184,23839,city_165,0.903,Male,0,no_enrollment,Graduate,Humanities,50-99,NGO,>4,18,0.0,>20
11185,8914,city_11,0.55,,1,no_enrollment,Graduate,STEM,50-99,private_limited,2,182,0.0,11-15
11186,20641,city_11,0.55,,1,full_time,Graduate,STEM,10000+,private_limited,1,196,0.0,2-5
11187,25228,city_136,0.897,Male,1,no_enrollment,Masters,STEM,50-99,private_limited,>4,133,0.0,>20
11188,3456,city_21,0.624,Male,1,no_enrollment,Masters,STEM,1000-4999,private_limited,2,21,1.0,11-15
11189,848,city_160,0.92,Male,1,no_enrollment,Graduate,Humanities,100-499,private_limited,>4,17,0.0,11-15
11190,1851,city_103,0.92,Male,1,part_time,Masters,STEM,10000+,private_limited,4,80,0.0,2-5
11191,13248,city_143,0.74,,1,no_enrollment,Masters,STEM,5000-9999,,,43,1.0,6-10
11192,31855,city_160,0.92,Male,1,part_time,Graduate,Humanities,,,2,21,1.0,>20
11193,728,city_16,0.91,Male,1,no_enrollment,Graduate,STEM,50-99,startup_funded,2,28,0.0,11-15
11194,25869,city_90,0.698,Male,1,part_time,Graduate,STEM,<10,private_limited,1,47,0.0,6-10
11195,1957,city_160,0.92,,1,no_enrollment,Graduate,STEM,,,1,65,1.0,11-15
11196,24626,city_114,0.926,,1,no_enrollment,Masters,STEM,,,1,84,0.0,16-20
11197,24220,city_114,0.926,Male,1,no_enrollment,Graduate,STEM,500-999,private_limited,>4,56,0.0,11-15
11198,24598,city_7,0.647,,1,no_enrollment,Graduate,STEM,,,3,133,0.0,11-15
11199,24192,city_36,0.893,Male,1,no_enrollment,Masters,STEM,50-99,private_limited,2,16,0.0,6-10
11200,31803,city_103,0.92,,1,no_enrollment,Masters,STEM,,,1,112,1.0,6-10
11201,9859,city_74,0.579,,1,part_time,Masters,STEM,10-49,NGO,never,72,0.0,<=1
11202,5870,city_100,0.887,Male,0,no_enrollment,High School,,,private_limited,>4,29,0.0,11-15
11203,29806,city_67,0.855,Male,1,no_enrollment,Graduate,STEM,10000+,,3,36,0.0,6-10
11204,13758,city_173,0.878,Male,0,no_enrollment,Masters,Humanities,1000-4999,public_sector,3,51,0.0,>20
11205,32567,city_21,0.624,Male,0,no_enrollment,Graduate,STEM,10000+,private_limited,1,35,0.0,2-5
11206,14885,city_103,0.92,Female,1,no_enrollment,Graduate,STEM,,,>4,64,1.0,6-10
11207,15656,city_64,0.6659999999999999,,1,full_time,Graduate,STEM,10000+,private_limited,1,8,0.0,>20
11208,21324,city_75,0.939,Male,1,no_enrollment,Graduate,STEM,10-49,private_limited,2,24,0.0,16-20
11209,4174,city_67,0.855,Male,1,no_enrollment,Masters,STEM,,,4,42,0.0,11-15
11210,25484,city_103,0.92,,1,no_enrollment,Graduate,STEM,10-49,startup_funded,2,17,1.0,2-5
11211,15439,city_116,0.743,Male,1,full_time,Masters,STEM,10-49,startup_funded,2,204,0.0,16-20
11212,1478,city_103,0.92,Male,0,no_enrollment,Graduate,STEM,,,>4,7,1.0,>20
11213,9476,city_114,0.926,Female,0,full_time,Graduate,STEM,,,2,125,0.0,2-5
11214,32784,city_114,0.926,Male,1,no_enrollment,Masters,Humanities,,,>4,17,1.0,>20
11215,32622,city_103,0.92,Female,1,no_enrollment,Graduate,STEM,10000+,private_limited,2,136,0.0,2-5
11216,14216,city_21,0.624,,0,no_enrollment,Graduate,Other,100-499,private_limited,1,40,1.0,2-5
11217,32465,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,1,104,0.0,6-10
11218,23655,city_21,0.624,,1,no_enrollment,Graduate,STEM,100-499,private_limited,2,56,0.0,6-10
11219,30014,city_100,0.887,Male,1,part_time,Graduate,STEM,<10,,1,3,0.0,6-10
11220,19004,city_103,0.92,Male,0,full_time,Graduate,STEM,,public_sector,1,25,1.0,2-5
11221,25600,city_102,0.804,,1,no_enrollment,Graduate,STEM,50-99,private_limited,4,83,0.0,6-10
11222,3099,city_23,0.899,Male,1,no_enrollment,Masters,STEM,10000+,private_limited,>4,14,0.0,16-20
11223,24629,city_16,0.91,Male,1,no_enrollment,Masters,STEM,,public_sector,>4,31,0.0,16-20
11224,18113,city_136,0.897,Male,1,no_enrollment,Masters,STEM,100-499,private_limited,4,33,0.0,6-10
11225,3262,city_67,0.855,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,1,22,0.0,6-10
11226,14973,city_83,0.923,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,2,35,0.0,11-15
11227,2686,city_16,0.91,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,1,12,0.0,6-10
11228,2434,city_93,0.865,Male,0,full_time,Masters,Business Degree,100-499,private_limited,>4,27,0.0,6-10
11229,5486,city_103,0.92,Male,0,full_time,Graduate,STEM,50-99,startup_funded,1,198,0.0,6-10
11230,7098,city_73,0.754,,1,part_time,Graduate,STEM,10-49,startup_funded,3,58,0.0,6-10
11231,28462,city_160,0.92,,0,no_enrollment,Graduate,STEM,10000+,private_limited,1,8,0.0,<=1
11232,19477,city_65,0.802,,1,full_time,Masters,STEM,1000-4999,private_limited,1,99,0.0,2-5
11233,11903,city_65,0.802,Male,1,no_enrollment,Graduate,STEM,<10,private_limited,>4,35,0.0,>20
11234,31726,city_21,0.624,,0,no_enrollment,Graduate,STEM,,private_limited,never,57,0.0,2-5
11235,26799,city_16,0.91,Male,1,no_enrollment,Masters,Arts,10-49,,1,50,0.0,16-20
11236,3503,city_1,0.847,Male,1,full_time,Masters,STEM,5000-9999,private_limited,1,72,1.0,6-10
11237,22484,city_76,0.698,Male,1,no_enrollment,Graduate,STEM,10-49,private_limited,4,204,0.0,>20
11238,24198,city_21,0.624,,0,no_enrollment,Masters,STEM,,,1,47,0.0,6-10
11239,1066,city_16,0.91,Male,1,no_enrollment,Masters,STEM,,,>4,23,1.0,11-15
11240,6582,city_114,0.926,,1,no_enrollment,Graduate,STEM,50-99,private_limited,2,47,0.0,6-10
11241,17905,city_16,0.91,Male,1,no_enrollment,Masters,STEM,<10,startup_earlystage,1,163,0.0,16-20
11242,16155,city_173,0.878,Male,0,no_enrollment,Graduate,STEM,<10,startup_earlystage,1,65,0.0,11-15
11243,24962,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,>4,128,0.0,16-20
11244,6637,city_127,0.745,,0,part_time,Masters,Business Degree,5000-9999,private_limited,>4,9,0.0,2-5
11245,21072,city_103,0.92,,1,no_enrollment,Graduate,STEM,50-99,private_limited,1,124,0.0,2-5
11246,2241,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,never,56,0.0,16-20
11247,24904,city_57,0.866,Male,1,part_time,Masters,STEM,50-99,,1,18,0.0,<=1
11248,15148,city_55,0.7390000000000001,Male,1,part_time,Graduate,STEM,100-499,private_limited,2,64,0.0,11-15
11249,3364,city_103,0.92,,1,part_time,Graduate,Humanities,,,1,192,1.0,11-15
11250,19841,city_114,0.926,,1,part_time,High School,,1000-4999,private_limited,1,102,0.0,6-10
11251,4481,city_21,0.624,,0,full_time,Masters,STEM,<10,startup_funded,1,7,0.0,2-5
11252,19383,city_89,0.925,Male,0,part_time,High School,,,,never,50,0.0,<=1
11253,12621,city_114,0.926,Female,0,full_time,High School,,,,1,37,0.0,2-5
11254,22778,city_97,0.925,Female,0,full_time,High School,,,,1,47,0.0,>20
11255,25978,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,50-99,public_sector,2,45,1.0,6-10
11256,22970,city_103,0.92,,0,full_time,Graduate,STEM,50-99,startup_funded,1,9,0.0,2-5
11257,5582,city_102,0.804,Male,1,no_enrollment,Phd,STEM,10000+,private_limited,>4,100,0.0,>20
11258,32508,city_16,0.91,Male,1,no_enrollment,Graduate,STEM,<10,private_limited,3,83,0.0,>20
11259,3994,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,100-499,NGO,1,21,0.0,6-10
11260,23445,city_21,0.624,Male,1,no_enrollment,Masters,STEM,50-99,private_limited,4,8,1.0,11-15
11261,7925,city_36,0.893,,1,no_enrollment,Graduate,STEM,<10,private_limited,1,63,1.0,2-5
11262,33077,city_102,0.804,Female,1,full_time,Masters,STEM,1000-4999,private_limited,>4,62,1.0,6-10
11263,29728,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,100-499,,1,116,0.0,6-10
11264,22530,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,5000-9999,private_limited,4,41,0.0,6-10
11265,21269,city_75,0.939,Female,1,no_enrollment,Masters,STEM,1000-4999,private_limited,>4,250,0.0,11-15
11266,15417,city_71,0.884,Male,0,no_enrollment,Graduate,STEM,,,>4,34,0.0,>20
11267,1222,city_160,0.92,Female,1,no_enrollment,Graduate,Arts,1000-4999,private_limited,1,152,0.0,2-5
11268,18358,city_36,0.893,,0,no_enrollment,Masters,STEM,,,1,19,0.0,6-10
11269,27440,city_136,0.897,Male,1,full_time,Graduate,STEM,10000+,private_limited,1,58,0.0,2-5
11270,11027,city_46,0.762,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,4,33,0.0,6-10
11271,11274,city_114,0.926,Female,1,no_enrollment,Masters,Humanities,<10,private_limited,>4,24,0.0,>20
11272,10006,city_103,0.92,Male,0,full_time,Graduate,STEM,1000-4999,private_limited,1,97,1.0,6-10
11273,9446,city_27,0.848,,1,no_enrollment,Graduate,STEM,50-99,startup_funded,1,22,0.0,6-10
11274,22290,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,1000-4999,private_limited,>4,6,0.0,>20
11275,28257,city_114,0.926,Male,1,no_enrollment,Graduate,STEM,10-49,startup_funded,>4,9,0.0,6-10
11276,3556,city_65,0.802,Male,0,no_enrollment,Phd,STEM,100-499,public_sector,>4,52,0.0,16-20
11277,23237,city_142,0.727,Male,1,no_enrollment,Graduate,STEM,10-49,private_limited,3,218,0.0,6-10
11278,8064,city_45,0.89,Male,1,no_enrollment,Graduate,STEM,,,1,17,0.0,6-10
11279,32653,city_16,0.91,Male,1,no_enrollment,Graduate,STEM,50-99,public_sector,2,55,0.0,6-10
11280,9113,city_102,0.804,Male,1,no_enrollment,Graduate,STEM,,,1,69,0.0,6-10
11281,22728,city_13,0.8270000000000001,Male,1,no_enrollment,Masters,STEM,100-499,private_limited,1,64,0.0,16-20
11282,23006,city_160,0.92,Male,1,no_enrollment,Graduate,STEM,<10,private_limited,4,51,0.0,>20
11283,30252,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,1000-4999,,2,60,0.0,>20
11284,5471,city_103,0.92,,0,no_enrollment,Graduate,STEM,,,>4,25,1.0,>20
11285,32244,city_61,0.913,Male,0,no_enrollment,Masters,STEM,10000+,private_limited,2,9,0.0,>20
11286,20962,city_21,0.624,Male,1,no_enrollment,Masters,STEM,,,4,21,1.0,>20
11287,15046,city_103,0.92,,1,no_enrollment,Graduate,STEM,50-99,private_limited,1,66,0.0,16-20
11288,7661,city_103,0.92,Male,0,no_enrollment,Graduate,Business Degree,100-499,startup_funded,1,39,0.0,6-10
11289,22631,city_114,0.926,,0,full_time,Graduate,STEM,,,1,94,1.0,2-5
11290,30881,city_114,0.926,Male,0,no_enrollment,Masters,Humanities,<10,startup_earlystage,1,133,0.0,6-10
11291,17322,city_16,0.91,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,4,176,0.0,6-10
11292,8422,city_103,0.92,Female,1,no_enrollment,Graduate,STEM,50-99,Other,1,148,0.0,6-10
11293,1976,city_11,0.55,,1,no_enrollment,Graduate,STEM,10-49,Other,1,37,1.0,6-10
11294,8723,city_103,0.92,,1,no_enrollment,Masters,STEM,,,>4,38,1.0,11-15
11295,15556,city_64,0.6659999999999999,Male,1,no_enrollment,Graduate,STEM,100-499,private_limited,1,126,0.0,6-10
11296,23112,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,100-499,private_limited,1,324,0.0,>20
11297,19063,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,100-499,private_limited,1,76,1.0,2-5
11298,10649,city_21,0.624,Male,1,no_enrollment,Masters,STEM,10-49,,1,41,1.0,2-5
11299,18799,city_114,0.926,Male,0,no_enrollment,High School,,10-49,private_limited,1,54,0.0,2-5
11300,31706,city_21,0.624,Male,1,full_time,Graduate,STEM,50-99,private_limited,2,26,1.0,6-10
11301,23643,city_103,0.92,,0,full_time,Graduate,STEM,,,1,117,1.0,6-10
11302,11241,city_103,0.92,,1,no_enrollment,Graduate,STEM,100-499,private_limited,3,9,0.0,>20
11303,26113,city_114,0.926,Female,0,full_time,Graduate,STEM,,,1,36,1.0,11-15
11304,16253,city_160,0.92,,0,no_enrollment,Graduate,STEM,100-499,private_limited,>4,57,0.0,6-10
11305,25838,city_136,0.897,Male,0,full_time,Graduate,STEM,,,never,34,0.0,6-10
11306,14071,city_114,0.926,Male,1,full_time,High School,,,,2,47,0.0,2-5
11307,22177,city_103,0.92,Male,0,no_enrollment,Masters,STEM,,private_limited,1,21,0.0,>20
11308,25917,city_103,0.92,Female,1,no_enrollment,Graduate,No Major,,,>4,30,1.0,>20
11309,2581,city_114,0.926,Female,1,no_enrollment,Graduate,STEM,<10,private_limited,1,12,0.0,11-15
11310,653,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,3,157,0.0,>20
11311,27247,city_28,0.939,Male,1,no_enrollment,High School,,10-49,private_limited,1,134,0.0,6-10
11312,23186,city_21,0.624,,0,full_time,Primary School,,<10,public_sector,never,15,1.0,<=1
11313,1974,city_21,0.624,,1,full_time,Graduate,STEM,,,>4,27,1.0,6-10
11314,24922,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,<10,startup_earlystage,1,45,0.0,2-5
11315,3539,city_160,0.92,Male,0,full_time,Graduate,STEM,,,1,64,1.0,6-10
11316,14549,city_65,0.802,Male,1,no_enrollment,Graduate,STEM,<10,startup_funded,2,11,0.0,2-5
11317,16731,city_103,0.92,Male,0,no_enrollment,,,,,never,52,0.0,2-5
11318,352,city_16,0.91,Male,1,no_enrollment,Graduate,STEM,10-49,private_limited,>4,15,0.0,16-20
11319,27433,city_23,0.899,Male,0,part_time,High School,,,,1,14,0.0,2-5
11320,21750,city_100,0.887,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,1,68,0.0,2-5
11321,15735,city_103,0.92,Female,0,no_enrollment,Masters,STEM,1000-4999,public_sector,>4,50,0.0,11-15
11322,4290,city_57,0.866,Male,0,part_time,Masters,STEM,100-499,public_sector,>4,18,0.0,>20
11323,31223,city_115,0.789,Female,0,full_time,Graduate,STEM,,,never,16,1.0,2-5
11324,22644,city_21,0.624,,1,full_time,Graduate,STEM,500-999,private_limited,3,53,1.0,11-15
11325,21631,city_16,0.91,Male,1,no_enrollment,Graduate,STEM,50-99,public_sector,2,7,0.0,11-15
11326,7796,city_21,0.624,Male,0,full_time,Graduate,STEM,,,never,226,1.0,<=1
11327,8450,city_21,0.624,Male,0,no_enrollment,Primary School,,,,never,23,1.0,<=1
11328,2085,city_71,0.884,Male,1,no_enrollment,Masters,STEM,50-99,startup_funded,2,98,0.0,16-20
11329,19869,city_67,0.855,Male,1,no_enrollment,Masters,STEM,10000+,private_limited,4,63,0.0,16-20
11330,8533,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,100-499,private_limited,>4,23,0.0,11-15
11331,29056,city_115,0.789,Male,1,full_time,Graduate,STEM,<10,startup_earlystage,1,77,1.0,6-10
11332,19476,city_97,0.925,Male,1,no_enrollment,Masters,Humanities,10000+,private_limited,1,40,0.0,>20
11333,5462,city_21,0.624,Male,1,no_enrollment,Masters,Business Degree,,,>4,76,0.0,11-15
11334,19693,city_67,0.855,,1,full_time,Phd,STEM,1000-4999,public_sector,3,141,0.0,6-10
11335,19411,city_162,0.767,,1,part_time,Masters,Humanities,1000-4999,private_limited,1,124,1.0,11-15
11336,6036,city_138,0.836,,1,no_enrollment,,,,,1,105,0.0,16-20
11337,5929,city_16,0.91,Male,1,no_enrollment,Masters,STEM,50-99,private_limited,4,56,0.0,6-10
11338,2722,city_149,0.6890000000000001,,1,,High School,,,,never,99,1.0,2-5
11339,26191,city_65,0.802,,1,no_enrollment,Graduate,STEM,50-99,private_limited,1,48,0.0,6-10
11340,20018,city_16,0.91,Male,1,no_enrollment,Graduate,STEM,1000-4999,private_limited,>4,24,0.0,11-15
11341,8003,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,,,>4,92,1.0,6-10
11342,28330,city_16,0.91,Female,0,full_time,Graduate,STEM,,,never,68,0.0,2-5
11343,23074,city_103,0.92,Female,1,no_enrollment,Graduate,Business Degree,1000-4999,private_limited,4,256,0.0,>20
11344,31923,city_21,0.624,,1,full_time,Graduate,STEM,50-99,startup_earlystage,1,62,1.0,2-5
11345,14371,city_74,0.579,Male,1,no_enrollment,Graduate,STEM,100-499,startup_earlystage,1,19,1.0,11-15
11346,32637,city_21,0.624,Male,0,full_time,Graduate,STEM,,,never,98,1.0,2-5
11347,4603,city_21,0.624,Male,0,full_time,High School,,,,never,112,1.0,<=1
11348,6478,city_21,0.624,Male,0,no_enrollment,Masters,STEM,500-999,private_limited,1,105,0.0,16-20
11349,30435,city_114,0.926,Male,0,part_time,Primary School,,,,1,228,0.0,6-10
11350,18240,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,1,130,0.0,>20
11351,4264,city_103,0.92,Male,0,no_enrollment,Phd,STEM,,,>4,24,0.0,>20
11352,33306,city_50,0.8959999999999999,Male,0,full_time,Masters,STEM,,,4,34,1.0,6-10
11353,27745,city_103,0.92,Male,0,no_enrollment,Graduate,STEM,,,>4,47,1.0,>20
11354,7864,city_114,0.926,Male,1,part_time,Graduate,Business Degree,100-499,private_limited,>4,44,0.0,11-15
11355,18955,city_136,0.897,Male,1,no_enrollment,Masters,STEM,<10,startup_earlystage,1,94,0.0,11-15
11356,21912,city_7,0.647,,1,no_enrollment,Masters,STEM,,,never,59,0.0,2-5
11357,4935,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,,,2,144,1.0,>20
11358,28800,city_150,0.698,,0,no_enrollment,Graduate,STEM,1000-4999,public_sector,1,80,0.0,11-15
11359,3426,city_136,0.897,Male,1,no_enrollment,Masters,STEM,1000-4999,private_limited,>4,12,0.0,11-15
11360,8385,city_136,0.897,,0,full_time,High School,,,,1,150,0.0,2-5
11361,22550,city_21,0.624,Male,1,no_enrollment,Masters,STEM,1000-4999,private_limited,3,44,1.0,2-5
11362,2191,city_136,0.897,Male,1,no_enrollment,Masters,STEM,10-49,startup_earlystage,1,53,0.0,6-10
11363,981,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,2,54,0.0,11-15
11364,26626,city_102,0.804,,1,part_time,Graduate,STEM,10-49,private_limited,1,17,0.0,6-10
11365,20495,city_21,0.624,Male,0,no_enrollment,High School,,,,never,138,1.0,<=1
11366,11328,city_128,0.527,Male,0,part_time,High School,,,,never,78,1.0,<=1
11367,23380,city_90,0.698,,0,no_enrollment,Masters,STEM,50-99,,4,4,0.0,6-10
11368,20379,city_21,0.624,,1,part_time,Graduate,STEM,10-49,private_limited,3,39,0.0,2-5
11369,30941,city_20,0.7959999999999999,Male,0,full_time,High School,,10-49,private_limited,1,12,1.0,2-5
11370,22449,city_165,0.903,Male,1,no_enrollment,Masters,STEM,50-99,,never,15,0.0,6-10
11371,1030,city_28,0.939,Male,1,no_enrollment,Phd,STEM,10000+,private_limited,>4,164,0.0,>20
11372,20599,city_21,0.624,Male,1,no_enrollment,Masters,STEM,1000-4999,private_limited,2,45,0.0,6-10
11373,9249,city_114,0.926,Male,1,no_enrollment,Graduate,STEM,10-49,private_limited,2,90,0.0,>20
11374,18433,city_136,0.897,Male,1,no_enrollment,Masters,STEM,1000-4999,private_limited,2,65,0.0,6-10
11375,25017,city_152,0.698,Male,1,no_enrollment,Graduate,STEM,500-999,private_limited,1,7,0.0,16-20
11376,23703,city_90,0.698,Male,0,full_time,Graduate,STEM,,,1,31,0.0,6-10
11377,13755,city_73,0.754,,1,no_enrollment,Graduate,Other,,,1,43,1.0,2-5
11378,19566,city_139,0.487,Male,0,no_enrollment,Graduate,STEM,,,1,96,1.0,2-5
11379,21874,city_21,0.624,Male,0,full_time,High School,,,,never,30,1.0,<=1
11380,11256,city_175,0.7759999999999999,Male,1,no_enrollment,Graduate,STEM,1000-4999,private_limited,>4,81,0.0,16-20
11381,1867,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,<10,private_limited,1,50,1.0,2-5
11382,22017,city_21,0.624,,0,full_time,High School,,,,never,72,1.0,2-5
11383,1787,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,100-499,private_limited,2,17,0.0,2-5
11384,30945,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,1000-4999,private_limited,1,28,1.0,2-5
11385,2735,city_100,0.887,,1,no_enrollment,Graduate,STEM,<10,startup_funded,1,154,0.0,<=1
11386,2027,city_21,0.624,Male,0,no_enrollment,Graduate,Other,,,1,167,0.0,<=1
11387,11847,city_45,0.89,Male,1,no_enrollment,Masters,STEM,50-99,private_limited,1,116,0.0,11-15
